SMILES,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,C1SP2,C1SP3,C2SP2,C2SP3,C3SP2,C3SP3,ECCEN,fragC,khs.aaaC,khs.aaCH,khs.aaN,khs.aaNH,khs.aaO,khs.aasC,khs.ddsN,khs.ddssS,khs.dNH,khs.dO,khs.dsCH,khs.dsN,khs.dssC,khs.sBr,khs.sCH3,khs.sCl,khs.sF,khs.sNH2,khs.sOH,khs.ssCH2,khs.ssNH,khs.ssO,khs.ssS,khs.sssCH,khs.sssN,khs.ssssC,Kier1,Kier2,Kier3,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MDEO-11,MDEO-12,MDEO-22,PetitjeanNumber,SC-3,SC-4,SC-5,SC-6,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,SPC-4,SPC-5,SPC-6,TopoPSA,topoShape,VAdjMat,VC-3,VC-4,VC-5,VC-6,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,VPC-4,VPC-5,VPC-6,WPATH,WPOL,Zagreb
InChI%3D1S%2FC8H12N4O5%2Fc9-7-10-2-12%288%2816%2911-7%296-5%2815%294%2814%293%281-13%2917-6%2Fh2-6%2C13-15H%2C1H2%2C%28H2%2C9%2C11%2C16%29,0.764472544193268,-0.429035246372223,0.161953657865524,-0.234380409121513,0.157591789960861,22.3122978210449,21.3220348358154,32.283260345459,35.1358375549316,29.1673641204834,907.697875976562,1070.31323242188,1516.79711914062,1430.97229003906,1107.89123535156,0,2,0,3,0,0,240,884.090026855469,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,2,1,0,5,1,0,13.4320983886719,5.32544374465942,2.55999994277954,0,0,0,0,0.200000002980232,4.27112150192261,0,5.9316611289978,0,0,0,1,0.25,0.5,1,0,1.24381601810455,1.24080646038055,0,0.444444447755814,1.34810972213745,0,0.437684178352356,0,0,0,0.0785674229264259,0.326092690229416,0.601661562919617,12.5769853591919,8.04091262817383,7.34548091888428,6.39535140991211,5.02612113952637,3.58379697799683,2.41229176521301,1.35123538970947,3.43322372436523,5.33153676986694,7.08817863464355,141.300003051758,0.800000011920929,5.08746290206909,0.55485999584198,0,0.111196331679821,0,0,0,0.0453609228134155,0.115754850208759,0.145443856716156,8.94528102874756,5.19533109664917,3.9709734916687,2.87000226974487,1.90305685997009,1.16443407535553,0.610032260417938,0.29176852107048,1.15856325626373,1.46273601055145,1.59013366699219,496,27,88
InChI%3D1S%2FC6H7ClN2%2Fc7-5-2-1-4%288%293-6%285%299%2Fh1-3H%2C8-9H2,0.102287016808987,-0.0191074348986149,-0.028151236474514,-0.00781844090670347,-0.0175044182687998,17.4327297210693,11.2841081619263,16.5682163238525,17.0104885101318,6.64409589767456,498.368713378906,541.586669921875,677.832336425781,513.872619628906,178.294006347656,0,0,0,6,0,0,67,184.029998779297,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7.11111116409302,2.72222232818604,1.70414197444916,0,0,0,0,1.65096366405487,5.85380077362061,0,1.65096366405487,0,0,0.25,0,0,0,0,0,0,0,0,0.400000005960464,0.760079681873322,0,0.16666667163372,0,0,0,0,0.0680413842201233,0.20412415266037,6.85337114334106,4.19837713241577,3.87279200553894,2.86036610603333,1.81676292419434,1.33160018920898,0.504473328590393,0.0680413842201233,1.47827804088593,1.55802857875824,2.07593297958374,52.0400009155273,0.666666686534882,4.16992521286011,0.343221783638,0,0.0545544736087322,0,0,0,0,0.0240562614053488,0.0550550147891045,5.5206446647644,2.88233089447021,2.18815040588379,1.3642612695694,0.679777145385742,0.447884202003479,0.123998917639256,0.0157485194504261,0.571411728858948,0.458181768655777,0.517970085144043,84,10,42
InChI%3D1S%2FC4H4N2OS%2Fc7-3-1-2-5-4%288%296-3%2Fh1-2H%2C%28H2%2C5%2C6%2C7%2C8%29,0.216258510947227,-0.161718457937241,0.129353448748589,-0.120852306485176,0.0450880602002144,15.6221981048584,10.666618347168,15.8048448562622,11.336124420166,7.77965068817139,386.681213378906,407.735443115234,477.690734863281,323.662780761719,111.346000671387,0,2,0,1,0,0,54,88.0400009155273,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.125,2.51999998092651,1.79999995231628,0,0,0,0,1,2.14913988113403,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0.577350258827209,0,0,0,0,0,0,0.0833333358168602,0.16666667163372,5.98312759399414,3.78769373893738,3.37694931030273,2.19858479499817,1.73736357688904,0.971404492855072,0.451184451580048,0,0.741581618785858,1.09341299533844,1.02022004127502,84.8099975585938,0.333333343267441,4,0.191899105906487,0,0,0,0,0,0,0.0166666675359011,0.0298142395913601,4.83798217773438,2.44545483589172,1.61483955383301,0.843632221221924,0.508315861225128,0.229576617479324,0.081989161670208,0,0.20674255490303,0.235394597053528,0.176258653402328,61,7,36
InChI%3D1S%2FC22H28O3%2Fc1-4-22%2825-14%282%2923%2912-10-20-19-7-5-15-13-16%2824%296-8-17%2815%2918%2819%299-11-21%2820%2C22%293%2Fh1%2C13%2C17-20H%2C5-12H2%2C2-3H3,0.396180242300034,-0.198549151420593,0.0211812630295753,-0.00518210418522358,-0.00952187739312649,27.3234062194824,29.3283672332764,47.0991134643555,53.6567344665527,49.3246421813965,2135.21484375,2669.4462890625,4226.59521484375,4607.99462890625,3850.37182617188,1,2,2,8,1,5,489,2536.03002929688,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,0,0,8,0,1,0,4,0,2,18.3673477172852,6.55785131454468,2.74934911727905,0.646330416202545,6.04276371002197,4.04875373840332,2.62074136734009,12.3649597167969,22.7578048706055,6.78693008422852,6.9050555229187,4.10267496109009,1,0,0,0,0,0,0,0.0833333358168602,0.447213590145111,0,0.5,2.56876659393311,0.190450415015221,1.04595506191254,0.344375193119049,0,0,0.0721687823534012,0.438638031482697,1.03485023975372,17.8196258544922,11.8996143341064,11.5803823471069,10.2274761199951,9.15804767608643,7.57977485656738,5.46999931335449,4.35731554031372,6.49194860458374,11.8096294403076,16.9324474334717,43.3699989318848,1,5.64385604858398,1.70344305038452,0.138146460056305,0.741975128650665,0.189127415418625,0,0,0.0721687823534012,0.368305385112762,0.773914039134979,15.3457002639771,9.80707931518555,8.86342430114746,7.97078561782837,6.85861444473267,5.46986627578735,3.94029355049133,3.02327656745911,4.65889692306519,8.05725002288818,11.0749111175537,1358,51,144
InChI%3D1S%2FC27H44O6%2Fc1-15%2820%2828%298-9-24%282%2C3%2932%2916-7-11-27%2833%2918-12-21%2829%2919-13-22%2830%2923%2831%2914-25%2819%2C4%2917%2818%296-10-26%2816%2C27%295%2Fh12%2C15-17%2C19-20%2C22-23%2C28%2C30-33H%2C6-11%2C13-14H2%2C1-5H3,0.507839798927307,-0.124755285680294,-0.105167910456657,0.0957601815462112,-0.180048167705536,37.6468124389648,37.9925537109375,64.649284362793,76.420036315918,70.977653503418,2936.02026367188,3679.90502929688,5937.46240234375,6675.01123046875,5943.384765625,0,5,2,11,1,6,788,5344.06005859375,0,0,0,0,0,0,0,0,0,1,1,0,2,0,5,0,0,0,5,8,0,0,0,7,0,4,26.0740737915039,8.54222202301025,4.08163261413574,1.54697179794312,8.49854850769043,8.12343597412109,4.80323028564453,8.28097629547119,22.0230903625488,10.1600275039673,9.78886222839355,9.83277034759521,1.44903707504272,0,0,0,0,0,0,1.944580078125,0,0,0.466666668653488,5.11469078063965,0.675528645515442,1.97892928123474,0.525080382823944,0,0,0.0721687823534012,0.407764822244644,1.14778995513916,24.5601139068604,15.1383180618286,16.3871917724609,13.6240634918213,10.8622388839722,9.31106758117676,6.9972562789917,4.89177417755127,10.694429397583,17.2132587432861,27.0625972747803,118.220001220703,0.875,6.04439401626587,3.49788618087769,0.417555570602417,1.19770908355713,0.296267241239548,0,0,0.0721687823534012,0.341478914022446,0.815297961235046,20.9199733734131,12.8877143859863,12.926718711853,10.4827661514282,8.28645133972168,6.34908819198608,4.70547866821289,3.23337483406067,7.30545854568481,11.6532392501831,16.2653503417969,2984,70,192
InChI%3D1S%2FC12H12N2O%2Fc13-9-1-5-11%286-2-9%2915-12-7-3-10%2814%294-8-12%2Fh1-8H%2C13-14H2,0.213800460100174,-0.0819087252020836,-0.0190132036805153,-0.00982477143406868,-0.0827856585383415,16.4944458007812,16.9965553283691,22.9931087493896,19.9931087493896,12.9965543746948,824.628967285156,916.785034179688,1170.47814941406,1003.67889404297,689.641540527344,0,0,0,12,0,0,240,574.030029296875,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,11.484375,5.36507940292358,3.5,0,0,0,0,8.69190216064453,12.3619976043701,0,1.53261888027191,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0.5,0.985598564147949,0,0,0,0,0,0,0.16666667163372,0.284517794847488,10.6733617782593,7.23718357086182,6.48749780654907,4.93752384185791,3.60103964805603,3.21497464179993,1.65425360202789,1.06531405448914,1.62954914569855,1.96420383453369,2.76322031021118,61.2700004577637,1,4.90689039230347,0.328532844781876,0,0,0,0,0,0,0.0555555559694767,0.054755475372076,8.1817512512207,4.62833309173584,3.24013328552246,1.99590170383453,1.20782077312469,0.826755523681641,0.312006711959839,0.158763229846954,0.447398453950882,0.456324309110641,0.496450453996658,404,18,74
InChI%3D1S%2FC2H6O3S%2Fc1-5-6%282%2C3%294%2Fh1-2H3,0.289228469133377,-0.182756021618843,0.0821986496448517,-0.0440568700432777,0,14.4511604309082,14.6710758209229,11.9894685745239,3.66418385505676,0,250.134811401367,230.853897094727,284.343719482422,97.6103134155273,0,0,0,0,0,0,0,24,91.0400009155273,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,1.63265311717987,5.33333349227905,0.333333343267441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.333333343267441,1.56066012382507,0.353553384542465,0,0,0,0,0,0,0,5.207106590271,2.56066012382507,2.91421365737915,1.06066012382507,0,0,0,0,1.06066012382507,0.353553384542465,0,51.75,0.5,3.58496260643005,0.49255433678627,0.0589993596076965,0,0,0,0,0,0,0,4.0918550491333,2.33734679222107,1.84953963756561,0.643032848834991,0,0,0,0,0.348036020994186,0.0589993596076965,0,28,3,24
InChI%3D1S%2FC14H9Cl5%2Fc15-11-5-1-9%282-6-11%2913%2814%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C13H,0.199437260627747,-0.103399187326431,0.00970741640776396,0.00439169351011515,0.0354204550385475,57.5637664794922,29.7586860656738,65.800422668457,47.5173721313477,55.3243217468262,1673.93530273438,1946.03723144531,2693.67822265625,2666.55395507812,2458.00244140625,0,1,0,10,0,3,290,499.049987792969,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,15.3900003433228,6.18549346923828,3.98615908622742,0,0,0,0,8.69190216064453,15.6241292953491,2.30940103530884,3.34162521362305,1.99053585529327,0,0,0,0,0,0,0,0,0,0,0.5,2.37293410301208,0.288675129413605,0.38490018248558,0.0962250456213951,0,0,0,0.16666667163372,0.262891709804535,14.0436058044434,8.8760290145874,8.93171310424805,6.13676261901855,5.08907318115234,4.08747339248657,2.3177433013916,1.95164883136749,3.20785856246948,5.42788887023926,7.53105354309082,0,1,5.24792766571045,2.48497605323792,0.420848786830902,0.326477825641632,0.105212196707726,0,0,0,0.0555555559694767,0.095069095492363,13.3656196594238,7.34349346160889,7.31953859329224,3.8926100730896,2.88878059387207,1.95020616054535,1.02205514907837,0.878574252128601,2.37673115730286,3.64608716964722,4.33341360092163,678,28,98
InChI%3D1S%2FC4H7Cl%2Fc1-4%282%293-5%2Fh3H%2C1-2H3,0.0280767232179642,-0.0164020527154207,0.00947097409516573,-0.00710728205740452,0,12.7127532958984,5.95173740386963,5.95173740386963,5.90347480773926,0,202.214141845703,177.264175415039,156.362060546875,62.833869934082,0,1,2,0,0,1,0,19,101.01000213623,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,2.25,4,0.5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0.40824830532074,0,0,0,0,0,0,0,0,4.28445720672607,2.27005553245544,1.80209517478943,0.816496610641479,0,0,0,0,0.40824830532074,0,0,0,0.5,3.32192802429199,0.288675129413605,0,0,0,0,0,0,0,0,4.21124362945557,1.94332885742188,1.40467715263367,0.654653668403625,0,0,0,0,0.327326834201813,0,0,18,2,16
InChI%3D1S%2FC14H16N2%2Fc1-9-7-11%283-5-13%289%2915%2912-4-6-14%2816%2910%282%298-12%2Fh3-8H%2C15-16H2%2C1-2H3,0.0538342781364918,-0.0175249241292477,-0.00833664275705814,-0.00101510877721012,0.00022139296925161,16.7199764251709,17.3323707580566,24.6647415161133,24.9971122741699,16.3323707580566,1078.5830078125,1235.54272460938,1686.6318359375,1607.73693847656,1106.58752441406,0,2,0,8,0,4,230,849.02001953125,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,12.4567470550537,5.10416650772095,2.83111119270325,0.142857149243355,3.06523776054382,3.78969693183899,0,5.46963167190552,15.0080585479736,0,5.26933193206787,0,0,0.111111111938953,0,0,0,0,0,0,0,0,0.444444447755814,1.27614235877991,0,0.416666656732559,0,0,0,0,0.136082768440247,0.350732952356339,11.7067422866821,7.57538747787476,7.05539989471436,5.94414329528809,4.03467750549316,3.39886808395386,2.18593811988831,1.32471287250519,3.11453151702881,3.48781371116638,4.9586329460144,52.0400009155273,0.800000011920929,5,0.622008442878723,0,0.124002821743488,0,0,0,0,0.0481125228106976,0.0999465584754944,9.61880207061768,5.30341815948486,4.14273452758789,2.87293410301208,1.71052324771881,1.18796277046204,0.627955734729767,0.329027146100998,1.2087961435318,1.19862878322601,1.42745113372803,440,24,82
InChI%3D1S%2FC7H10N2OS%2Fc1-2-3-5-4-6%2810%299-7%2811%298-5%2Fh4H%2C2-3H2%2C1H3%2C%28H2%2C8%2C9%2C10%2C11%29,0.214058935642242,-0.159165561199188,0.12118112295866,-0.107235543429852,0.0388003624975681,18.6221981048584,13.666618347168,19.9710292816162,16.5023097991943,17.113899230957,619.254333496094,667.478820800781,820.014587402344,698.275939941406,487.068756103516,0,2,0,4,0,0,103,331.040008544922,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,9.09090900421143,4.13265323638916,2.84444451332092,0,1.5,0.711378633975983,0,1.65096366405487,4.24583578109741,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.781474411487579,0,0,0,0,0,0,0.0680413842201233,0.184195280075073,8.26758480072021,5.21954536437988,4.57215070724487,2.9730658531189,2.75758361816406,1.56730246543884,1.09929239749908,0.260491460561752,1.04670643806458,2.01430463790894,2.10376572608948,84.8099975585938,1,4.45943164825439,0.283186197280884,0,0,0,0,0,0,0.0144337564706802,0.0360260978341103,7.17484521865845,3.92686486244202,2.66748070716858,1.46000862121582,1.08458745479584,0.531938850879669,0.323128581047058,0.0703119933605194,0.347735911607742,0.562226474285126,0.506179809570312,158,12,50
InChI%3D1S%2FC9H12N2O2%2Fc1-7%2813%2910-11-9-4-2-8%286-12%293-5-9%2Fh2-5%2C11-12H%2C6H2%2C1H3%2C%28H%2C10%2C13%29,0.206955775618553,-0.0738233774900436,-0.0439730361104012,0.0305444728583097,0.00386258168146014,15.2689142227173,14.3565425872803,18.0485763549805,16.0485763549805,11.4948320388794,617.910217285156,665.317321777344,806.4755859375,689.923950195312,464.832824707031,1,2,0,5,0,1,173,469.040008544922,0,4,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,11.0769233703613,5.671875,4.15224933624268,0,0.846259415149689,0.987950623035431,0,4.88359355926514,6.69682168960571,0,0.793700516223907,0,0,0,0,0,1,0,0,0.111111111938953,0,0,0.444444447755814,0.816496610641479,0,0,0,0,0,0,0.0833333358168602,0.117851130664349,9.68179798126221,6.21954536437988,5.26619672775269,3.69594192504883,2.49744319915771,2.04044008255005,1.23429620265961,0.647568464279175,1.21448707580566,1.28025674819946,1.51184463500977,64.8499984741211,0.800000011920929,4.70043992996216,0.301184475421906,0,0,0,0,0,0,0.0277777779847383,0.0335307456552982,7.3581485748291,3.91196870803833,2.62585759162903,1.48331451416016,0.830141961574554,0.562403619289398,0.244280084967613,0.0926776006817818,0.372280240058899,0.330740511417389,0.331461280584335,284,14,58
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2,0.0583950057625771,-0.0322024784982204,0.0296408515423536,-0.0211913622915745,-0.00503975944593549,9.49444484710693,9.24582481384277,10.218207359314,8.16273975372314,3.83036923408508,311.324554443359,327.308410644531,366.583984375,248.194778442383,75.7559509277344,0,2,0,3,0,0,60,268.029998779297,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,,0,0,0,5,0,0,0,0,1,0,6.125,3.11111116409302,1.79999995231628,0,0,0,0,6.08364343643188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.400000005960464,0.20412415266037,0,0,0,0,0,0,0.102062076330185,0.0721687823534012,5.81999111175537,3.9318516254425,2.91228413581848,2.30209517478943,1.59538793563843,1.10517168045044,0.348461717367172,0.144337564706802,0.492799282073975,0.594861328601837,0.492799282073975,32.6699981689453,0.666666686534882,4,0.100000001490116,0,0,0,0,0,0,0.079056940972805,0.0353553406894207,4.83820915222168,3.01502966880798,2.09597301483154,1.44792556762695,0.958864688873291,0.632076680660248,0.111535504460335,0.0288675129413605,0.182246178388596,0.207735031843185,0.182246178388596,64,7,34
InChI%3D1S%2FC13H13N3%2Fc1-7-12-11%288%282%2915-13%287%2914%299-5-3-4-6-10%289%2916-12%2Fh3-6%2C16H%2C1-2H3%2C%28H2%2C14%2C15%29,0.143544092774391,-0.0643381029367447,0.00645152665674686,-0.063233807682991,0.0647164136171341,17.079963684082,18.8309268951416,28.6894702911377,29.8280372619629,24.7170867919922,1137.61071777344,1380.55249023438,2064.66748046875,2009.95568847656,1524.81896972656,1,2,0,7,0,3,193,784.030029296875,2,4,1,1,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,11.1111106872559,4.03292179107666,1.67521369457245,0.200000002980232,1.53652906417847,5.373779296875,0,3.96540641784668,8.77423095703125,0,10.8793230056763,0,0,0,0.70710676908493,0,0.25,0,0,0,0,0,0.428571432828903,1.21379792690277,0,0.451980829238892,0,0,0,0.0785674229264259,0.33052721619606,0.722711324691772,11.2840929031372,7.68154048919678,7.23468542098999,6.5051121711731,5.64928913116455,4.66413497924805,3.25181150436401,2.19213104248047,3.29127097129822,5.60223436355591,8.64026355743408,,0.75,5,0.634280920028687,0,0.162544772028923,0,0,0,0.0279508493840694,0.113160833716393,0.2210763245821,9.41131496429443,5.58396482467651,4.42925643920898,3.35926699638367,2.47915768623352,1.80230224132538,0.983757078647614,0.539416193962097,1.43851470947266,2.09641933441162,2.83179235458374,380,28,90
InChI%3D1S%2FC14H8Cl4%2Fc15-11-5-1-9%282-6-11%2913%2814%2817%2918%2910-3-7-12%2816%298-4-10%2Fh1-8H,0.134058028459549,-0.0641468614339828,0.0122740482911468,-0.00432106154039502,0.00377897312864661,48.8510131835938,26.8069496154785,45.4231796264648,41.613899230957,43.5173721313477,1480.451171875,1695.49621582031,2272.22216796875,2284.4306640625,1973.67541503906,1,0,0,10,1,2,277,423.040008544922,0,8,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,14.4099721908569,6.43787002563477,3.75,0,0,0,0,8.69190216064453,17.8274536132812,0,5.31369256973267,0,0,0,0,0,0,0,0,0,0,0,0.5,1.35512804985046,0,0.222222223877907,0,0,0,0,0.16666667163372,0.262891709804535,13.1209554672241,8.5753870010376,7.86127090454102,5.97948932647705,4.81508874893188,3.88704609870911,2.23566174507141,1.73965048789978,2.59419345855713,4.01762342453003,5.39508724212646,0,1,5.16992521286011,0.928559720516205,0,0.122023805975914,0,0,0,0,0.0555555559694767,0.0907718539237976,12.1543760299683,6.66052103042603,5.47146129608154,3.33669304847717,2.30640721321106,1.57383978366852,0.807513833045959,0.59917026758194,1.40305531024933,1.83879125118256,2.10089945793152,603,26,90
InChI%3D1S%2FC3H5Cl3%2Fc4-1-3%286%292-5%2Fh3H%2C1-2H2,0.149364098906517,-0.0248940158635378,-0.0746820494532585,0,0.0248940158635378,29.1382598876953,10.8552122116089,12.8069496154785,23.3289813995361,8.71275329589844,310.086273193359,289.183959960938,263.730133056641,160.229598999023,32.0823135375977,0,2,0,1,0,0,29,70.0299987792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,6,3.20000004768372,3,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.288675129413605,0,0,0,0,0,0,0,0,4.99156379699707,2.80806040763855,1.92166829109192,1.39384686946869,0.288675129413605,0,0,0,0.577350258827209,0.288675129413605,0,0,1,3.58496260643005,0.327326834201813,0,0,0,0,0,0,0,0,5.39324426651001,3.07471776008606,2.14031529426575,1.70443499088287,0.371153742074966,0,0,0,0.742307484149933,0.420848786830902,0,31,4,20
InChI%3D1S%2FC42H50Cl4N2O4%2Fc1-42-17-16-36-35-13-11-34%2851-40%2849%2926-29-2-7-32%288-3-29%2947%2822-18-43%2923-19-44%2928-31%2835%296-12-37%2836%2938%2842%2914-15-39%2842%2952-41%2850%2927-30-4-9-33%2810-5-30%2948%2824-20-45%2925-21-46%2Fh2-5%2C7-11%2C13%2C28%2C36-39H%2C6%2C12%2C14-27H2%2C1H3,0.909300923347473,-0.484547346830368,-0.10613114386797,0.259338438510895,-0.0269848853349686,86.6688690185547,67.7966156005859,93.3421020507812,103.418937683105,109.259742736816,4087.181640625,4819.92041015625,6866.15380859375,7363.06005859375,6744.51953125,2,9,0,23,0,7,2518,8797.099609375,0,11,0,0,0,7,0,0,0,2,0,0,2,0,1,4,0,0,0,16,0,2,0,4,2,1,41.6288070678711,19.921875,10.3105802536011,0,3.34981966018677,2.35258316993713,1,0,50.0928421020508,3.98873400688171,13.2822780609131,3.07176280021667,0,0,0,0,0,0,0.0416666679084301,0.0714285746216774,0.816496610641479,0.100000001490116,0.5,3.38625907897949,0.117851130664349,0.837739884853363,0.107038088142872,0,0,0.0833333358168602,0.587673127651215,1.0843780040741,36.6663513183594,25.253231048584,22.3229560852051,18.907506942749,16.5510883331299,13.4962959289551,9.5903377532959,7.46420478820801,8.22784519195557,14.1445789337158,19.6565494537354,59.0800018310547,1,6.70043992996216,2.12755250930786,0.117851130664349,0.579348027706146,0.0821332111954689,0,0,0.0833333358168602,0.393783122301102,0.713721632957458,33.0369567871094,20.8433570861816,16.2788829803467,12.5101871490479,10.0823993682861,7.49783372879028,4.98853588104248,3.4126570224762,5.20635604858398,8.52118587493896,11.028489112854,14222,89,274
InChI%3D1S%2FC15H24O%2Fc1-10-8-11%2814%282%2C3%294%2913%2816%2912%289-10%2915%285%2C6%297%2Fh8-9%2C16H%2C1-7H3,0.0750797763466835,-0.0243459865450859,-0.0112260207533836,-0.00184562150388956,-0.000124447862617671,16.7744693756104,16.3320922851562,26.6641845703125,26.3283672332764,27.3246440887451,1162.05151367188,1343.06982421875,1959.61437988281,1870.52038574219,1646.66882324219,0,7,0,3,0,3,154,1360.01000976562,0,2,0,0,0,4,0,,0,0,0,0,0,,7,,0,0,1,0,0,0,,0,0,2,14.0625,4.34911251068115,3.25,5.04674816131592,3.97268962860107,9.26410293579102,5.76183605194092,0.5,5.11154460906982,1.41421353816986,3.53277564048767,3.88393425941467,0.25,0,0,0,0,0,0,0,0,0,0.333333343267441,3.44887828826904,0.577350258827209,0.843189537525177,0.235702261328697,0,0,0,0.0555555559694767,0.16666667163372,12.723614692688,7.03171062469482,8.38072967529297,4.80670404434204,3.95738744735718,3.03390645980835,1.39334714412689,0.768928706645966,4.23766851425171,6.63111352920532,9.66980648040771,20.2299995422363,0.5,5,2.86690592765808,0.5,0.465287566184998,0.144337564706802,0,0,0,0.020833333954215,0.050983615219593,11.6019144058228,5.8783073425293,6.70864915847778,2.8702826499939,1.92223536968231,1.46375644207001,0.662971496582031,0.305070132017136,2.54504346847534,3.04190325737,4.01235008239746,392,25,84
InChI%3D1S%2FC8H9N3O2%2Fc1-6%2812%2910-11-8%2813%297-2-4-9-5-3-7%2Fh2-5H%2C1H3%2C%28H%2C10%2C12%29%28H%2C11%2C13%29,0.311399400234222,-0.129781574010849,-0.0362282618880272,0.0969808474183083,-0.179648578166962,15.6289024353027,14.6889133453369,18.7682266235352,16.6020431518555,13.159294128418,571.741943359375,613.860656738281,735.489135742188,634.346801757812,463.322570800781,2,3,0,2,0,1,159,328.049987792969,0,4,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,11.0769233703613,5.671875,4.15224933624268,0,0.617213428020477,1.10520946979523,0,3.30192732810974,4.49915361404419,0,1.31037068367004,0,0,0,0,0,0.965489387512207,0,0,0.200000002980232,0,0,0.5,0.810617208480835,0,0.117851130664349,0,0,0,0,0.102062076330185,0.0589255653321743,9.68179798126221,6.19837713241577,5.34657096862793,3.65392661094666,2.53512978553772,2.00994086265564,0.888610601425171,0.545009255409241,1.30889523029327,1.46999847888947,1.86094164848328,74.5800018310547,1,4.70043992996216,0.234364375472069,0,0.0170103460550308,0,0,0,0,0.0248451996594667,0.0124225998297334,7.05928993225098,3.63535928726196,2.33583331108093,1.26175963878632,0.699512898921967,0.40282267332077,0.14593917131424,0.0674886777997017,0.303659737110138,0.273624956607819,0.229683205485344,274,14,58
InChI%3D1S%2FC9H7N7O2S%2Fc1-15-4-14-7%2816%2817%2918%299%2815%2919-8-5-6%2811-2-10-5%2912-3-13-8%2Fh2-4H%2C1H3%2C%28H%2C10%2C11%2C12%2C13%29,0.537806689739227,-0.371675550937653,0.123615324497223,-0.0521954037249088,0.110070437192917,29.1966075897217,27.7730960845947,42.1345748901367,45.3662796020508,39.8300857543945,1206.79479980469,1446.07202148438,2048.5751953125,1835.12670898438,1541.10119628906,0,4,0,1,0,0,273,387.100006103516,2,3,6,4,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.9591836929321,5.78000020980835,2.74122548103333,0,0.685006737709045,1.34123075008392,0,0.543690204620361,4.65844440460205,0,4.50879764556885,0,0,0,0,0,2.73734164237976,2.17434787750244,0.333333343267441,0.5,0,0,0.5,1.31061720848083,0,0.423946142196655,0,0,0,0.214076176285744,0.43923807144165,0.660876154899597,13.4054126739502,9.16470336914062,8.407883644104,7.14060640335083,6.08337163925171,4.37815237045288,3.02252149581909,1.98838770389557,3.28547525405884,5.23469972610474,6.56541299819946,140.5,1,5.24792766571045,0.59613025188446,0,0.156575366854668,0,0,0,0.0577350258827209,0.118910253047943,0.160924062132835,10.403787612915,5.90154790878296,4.54563093185425,3.52340006828308,2.45177149772644,1.52093946933746,0.91292941570282,0.517246305942535,1.43397760391235,1.85922658443451,1.92845010757446,676,28,102
